Year,Month,Transect#,ON/OFF,Stipes,Nereocystis,Pterogophora,Lami. Sech,Avg Temp
2012,September,60,,30,,,,
2012,September,60,,66,,,,
2012,September,60,,6,,,,
2012,September,70,OFF,0,0,,,
2012,September,80,ON,45,0,,,
2012,September,80,,4,,,,
2012,September,80,,1,,,,
2012,September,80,,52,,,,
2012,September,90,OFF,12,0,,,
2012,September,90,,83,,,,
2012,September,90,,21,,,,
2012,September,90,,52,,,,
2012,September,90,,55,,,,
2012,September,100,ON,5,0,,,
2012,September,100,,2,,,,
2012,September,100,,25,,,,
2012,September,100,,60,,,,
2012,September,110,OFF,26,0,,,
2012,September,110,,45,,,,
2012,September,110,,93,,,,
2012,September,120,ON,0,0,,,
2012,September,130,OFF,47,0,,,
2012,September,130,,21,,,,
2012,September,130,,80,,,,
2012,September,130,,12,,,,
2012,September,130,,2,,,,
2012,September,130,,33,,,,
2012,September,130,,39,,,,
2012,September,130,,38,,,,
2012,September,140,ON,25,0,,,
2012,September,140,,8,,,,
2012,September,140,,18,,,,
2012,September,140,,12,,,,
2012,September,150,OFF,17,0,,,
2012,September,150,,13,,,,
2012,September,150,,14,,,,
2012,September,150,,1,,,,
2012,September,150,,5,,,,
2012,September,150,,3,,,,
2012,September,150,,5,,,,
2012,September,150,,2,,,,
2012,September,150,,1,,,,
2012,September,150,,4,,,,
2012,September,150,,2,,,,
2012,September,150,,1,,,,
2012,September,150,,2,,,,
2012,September,150,,2,,,,
2012,September,150,,17,,,,
2012,September,150,,1,,,,
2012,September,160,ON,18,0,,,
2012,September,160,,3,,,,
2012,September,160,,1,,,,
2012,September,160,,6,,,,
2012,September,160,,4,,,,
2012,September,160,,2,,,,
2012,September,160,,4,,,,
2012,September,160,,24,,,,
2012,September,160,,12,,,,
2012,September,160,,3,,,,
2012,September,160,,14,,,,
2012,September,160,,4,,,,
2012,September,160,,24,,,,
2012,September,160,,50,,,,
2012,September,160,,50,,,,
2012,September,170,OFF,17,0,,,
2012,September,170,,38,,,,
2012,September,170,,6,,,,
2012,September,170,,32,,,,
2012,September,170,,2,,,,
2012,September,170,,31,,,,
2012,September,170,,12,,,,
2012,September,180,ON,6,3,,,
2012,September,180,,7,,,,
2012,September,180,,9,,,,
2012,September,180,,32,,,,
2012,September,180,,4,,,,
2012,September,180,,1,,,,
2012,September,180,,2,,,,
2012,September,180,,5,,,,
2012,September,180,,9,,,,
2012,September,180,,20,,,,
2012,September,180,,2,,,,
2012,September,180,,11,,,,
2012,September,180,,5,,,,
2012,September,180,,2,,,,
2013,June,50,OFF,6,0,,,12
2013,June,60,ON,17,,,,
2013,June,60,,7,,,,
2013,June,60,,18,,,,
2013,June,70,OFF,0,0,,,
2013,June,80,ON,80,0,,,
2013,June,80,,6,,,,
2013,June,80,,26,,,,
2013,June,80,,55,,,,
2013,June,80,,30,,,,
2013,June,80,,3,,,,
2013,June,90,OFF,6,1,,,
2013,June,90,,73,,,,
2013,June,90,,67,,,,
2013,June,90,,19,,,,
2013,June,90,,51,,,,
2013,June,90,,19,,,,
2013,June,100,ON,28,0,,,
2013,June,100,,17,,,,
2013,June,100,,51,,,,
2013,June,100,,59,,,,
2013,June,110,OFF,37,0,,,
2013,June,110,,26,,,,
2013,June,110,,60,,,,
2013,June,110,,50,,,,
2013,June,120,ON,11,3,,,
2013,June,120,,27,,,,
2013,June,120,,25,,,,
2013,June,120,,11,,,,
2013,June,120,,1,,,,
2013,June,120,,3,,,,
2013,June,120,,18,,,,
2013,June,130,OFF,10,2,,,
2013,June,130,,7,,,,
2013,June,130,,17,,,,
2013,June,130,,20,,,,
2013,June,130,,32,,,,
2013,June,130,,31,,,,
2013,June,130,,2,,,,
2013,June,130,,14,,,,
2013,June,140,ON,7,2,,,
2013,June,140,,21,,,,
2013,June,140,,5,,,,
2013,June,140,,23,,,,
2013,June,140,,38,,,,
2013,September,60,,25,,,,13.3
2013,September,70,OFF,11,0,,,
2013,September,70,,5,,,,
2013,September,80,ON,9,0,,,
2013,September,80,,50,,,,
2013,September,80,,4,,,,
2013,September,80,,7,,,,
2013,September,90,OFF,41,0,,,
2013,September,100,ON,45,0,,,
2013,September,100,,12,,,,
2013,September,100,,42,,,,
2013,September,100,,14,,,,
2013,September,110,OFF,42,0,,,
2013,September,110,,20,,,,
2013,September,110,,15,,,,
2013,September,110,,3,,,,
2013,September,110,,32,,,,
2013,September,120,ON,7,0,,,
2013,September,120,,12,,,,
2013,September,120,,14,,,,
2013,September,130,OFF,15,0,,,
2013,September,130,,15,,,,
2013,September,130,,19,,,,
2013,September,140,ON,3,0,,,
2013,September,140,,19,,,,
2013,September,140,,50,,,,
2013,September,150,OFF,42,0,,,
2013,September,150,,8,,,,
2013,September,150,,14,,,,
2013,September,150,,10,,,,
2013,September,150,,7,,,,
2013,September,150,,11,,,,
2013,September,150,,1,,,,
2013,September,150,,5,,,,
2013,September,150,,16,,,,
2013,September,150,,5,,,,
2013,September,150,,3,,,,
2013,September,150,,6,,,,
2013,September,150,,2,,,,
2013,September,150,,2,,,,
2013,September,150,,24,,,,
2013,September,150,,8,,,,
2013,September,150,,7,,,,
2013,September,150,,6,,,,
2013,September,160,ON,8,0,,,
2013,September,160,,18,,,,
2013,September,160,,14,,,,
2013,September,160,,23,,,,
2013,September,160,,43,,,,
2013,September,160,,31,,,,
2013,September,160,,6,,,,
2013,September,170,OFF,18,0,,,
2013,September,180,ON,28,0,,,
2013,September,180,,9,,,,
2013,September,180,,13,,,,
2013,September,180,,2,,,,
2013,September,180,,4,,,,
2013,September,180,,23,,,,
2013,September,190,OFF,27,0,,,
2013,September,190,,35,,,,
2013,September,200,ON,18,0,,,
2013,September,200,,28,,,,
2013,September,200,,19,,,,
2013,September,200,,9,,,,
2013,September,200,,8,,,,
2013,September,200,,7,,,,
2013,September,200,,3,,,,
2014,June,50,OFF,9,0,,,12
2014,June,50,,21,,,,
2014,June,60,ON ,3,8,,,
2014,June,70,OFF,0,0,,,
2014,June,80,ON,4,0,,,
2014,June,80,,2,,,,
2014,June,80,,1,,,,
2014,June,80,,3,,,,
2014,June,80,,4,,,,
2014,June,90,OFF,17,0,,,
2014,June,90,,21,,,,
2014,June,90,,45,,,,
2014,June,90,,41,,,,
2014,June,100,ON,100,4,,,
2014,June,100,,42,,,,
2014,June,100,,12,,,,
2014,June,100,,9,,,,
2014,June,110,OFF,4,1,,,
2014,June,110,,1,,,,
2014,June,110,,1,,,,
2014,June,110,,8,,,,
2014,June,110,,4,,,,
2014,June,110,,1,,,,
2014,June,110,,3,,,,
2014,June,120,On,15,3,,,
2014,June,120,,4,,,,
2014,June,120,,3,,,,
2014,June,120,,2,,,,
2014,June,120,,2,,,,
2014,June,120,,1,,,,
2014,June,120,,1,,,,
2014,June,130,OFF,4,0,,,
2014,June,140,ON,6,3,,,
2014,June,140,,14,,,,
2014,June,140,,2,,,,
2014,June,140,,2,,,,
2014,June,140,,4,,,,
2014,June,140,,1,,,,
2014,June,140,,1,,,,
2014,June,150,Off,7,0,,,
2014,June,150,,4,,,,
2014,June,150,,2,,,,
2014,June,150,,1,,,,
2014,June,150,,1,,,,
2014,June,150,,4,,,,
2014,June,150,,3,,,,
2014,June,150,,1,,,,
2014,June,150,,2,,,,
2014,June,150,,1,,,,
2014,June,150,,15,,,,
2014,June,150,,21,,,,
2014,June,150,,8,,,,
2014,June,150,,1,,,,
2014,June,150,,2,,,,
2014,June,160,On,6,2,,,
2014,June,160,,11,,,,
2014,June,160,,2,,,,
2014,June,160,,56,,,,
2014,June,160,,9,,,,
2014,June,160,,4,,,,
2014,June,160,,2,,,,
2014,June,160,,3,,,,
2015,June,50,OFF,45,,50 @ 15m,11,13.1
2015,June,60,ON,2,18,50 @ 10.5m,2,
2015,June,60,,2,,,,
2015,June,60,,2,,,,
2015,June,60,,1,,,,
2015,June,60,,2,,,,
2015,June,60,,40,,,,
2015,June,60,,30,,,,
2015,June,60,,2,,,,
2015,June,60,,1,,,,
2015,June,70,OFF,,,50 @ 8.4m,,
2015,June,80,ON,52,,50 @ 13m ,7,
2015,June,80,,36,,,,
2015,June,80,,39,,,,
2015,June,80,,6,,,,
2015,June,80,,47,,,,
2015,June,80,,20,,,,
2015,June,80,,28,,,,
2015,June,80,,7,,,,
2015,June,80,,57,,,,
2015,June,80,,36,,,,
2015,June,90,OFF,2,,50 @ 9m ,11,
2015,June,90,,3,,,,
2015,June,90,,2,,,,
2015,June,90,,2,,,,
2015,June,90,,5,0,,,
2015,June,90,,12,,,,
2015,June,90,,10,,,,
2015,June,90,,1,,,,
2015,June,90,,2,,,,
2015,June,90,,3,,,,
2015,June,90,,1,,,,
2015,June,90,,2,,,,
2015,June,90,,1,,,,
2015,June,100,ON,1,,50 @ 23m ,8,
2015,June,130,OFF,60,,50 @ 17m ,26,
2015,June,130,,21,,,,
2015,June,130,,29,,,,
2015,June,130,,30,0,,,
2015,June,130,,60,,,,
2015,June,130,,1,,,,
2015,June,130,,29,,,,
2015,June,130,,22,,,,
2015,June,130,,1,,,,
2015,June,140,ON,3,,50 @ 9.5 ,16,
2015,June,140,,51,,,,
2015,June,140,,54,,,,
2015,June,140,,26,,,,
2015,June,140,,33,,,,
2016,June,50,OFF,1,0,139,0,12.6
2016,June,50,,1,,,,
2016,June,50,,2,,,,
2016,June,50,,4,,,,
2016,June,50,,1,,,,
2016,June,50,,1,,,,
2016,June,50,,3,,,,
2016,June,50,,1,,,,
2016,June,50,,34,,,,
2016,June,50,,1,,,,
2016,June,50,,28,,,,
2016,June,50,,9,,,,
2016,June,50,,15,,,,
2016,June,60,ON,46,0,50 @ 17.3m,11,
2016,June,60,,20,,,,
2016,June,60,,53,,,,
2016,June,60,,6,,,,
2016,June,60,,26,,,,
2016,June,60,,23,,,,
2016,June,60,,1,,,,
2016,June,60,,2,,,,
2016,June,60,,27,,,,
2016,June,60,,15,,,,
2016,June,60,,4,,,,
2016,June,60,,5,,,,
2016,June,60,,2,,,,
2016,June,60,,1,,,,
2016,June,60,,1,,,,
2016,June,60,,6,,,,
2016,June,60,,4,,,,
2016,June,60,,7,,,,
2016,June,60,,1,,,,
2016,June,70,OFF,27,10,50 @ 12m,0,
2016,June,70,,28,,,,
2016,June,80,ON,92,0,50 @ 20m,3,
2016,June,80,,52,,,,
2016,June,80,,32,,,,
2016,June,80,,45,,,,
2016,June,90,OFF,24,0,50 @ 16m,7,
2016,June,90,,12,,,,
2016,June,90,,12,,,,
2016,June,90,,14,,,,
2016,June,90,,1,,,,
2016,June,100,ON,0,1,50 @ 17m,1,
2016,June,110,OFF,50,0,50 @ 12m,11,
2016,June,120,ON,36,0,50 @ 12m,0,
2016,June,130,OFF,30,0,49,0,
2016,June,130,,25,,,,
2016,June,130,,54,,,,
2016,June,130,,51,,,,
2016,June,130,,54,,,,
2016,June,130,,42,,,,
2016,June,140,ON,95,5,50 @ 16.1,3,
2016,June,140,,93,,,,
2016,June,150,OFF,29,0,7,4,
2016,June,150,,15,,,,
2016,June,150,,48,,,,
2016,June,150,,56,,,,
2016,June,150,,9,,,,
2016,June,150,,20,,,,
2016,June,160,ON,1,0,27,16,
2016,June,160,,1,,,,
2016,June,160,,21,,,,
2016,June,160,,53,,,,
2016,June,160,,99,,,,
